distance,fuel_consumption,CO2_emissions,engine_efficiency,fuel_type_hfo,weather_ordinal,ship_type_Fishing Trawler,ship_type_Oil Service Boat,ship_type_Surfer Boat,ship_type_Tanker Ship,route_Escravos-Lagos,route_Lagos-Apapa,route_Port Harcourt-Lagos,route_Warri-Bonny,month_sin,month_cos
336.53,15596.39,42180.94,72.59,0,0,False,False,False,True,True,False,False,False,0.49999999999999994,0.8660254037844387
112.35,2928.31,7878.63,84.84,1,2,True,False,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388
98.02,2541.75,6967.32,76.45,1,0,False,True,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
170.59,5613.51,15671.15,71.35,1,2,False,False,False,True,False,False,False,True,-1.0,-1.8369701987210297e-16
137.41,4274.53,11420.42,83.64,0,0,False,True,False,False,False,False,False,True,-0.8660254037844384,-0.5000000000000004
161.99,3592.01,10431.57,70.83,0,1,True,False,False,False,False,True,False,False,0.8660254037844386,0.5000000000000001
59.55,1535.99,4051.51,89.63,1,2,False,True,False,False,False,False,True,False,0.49999999999999994,0.8660254037844387
81.84,3055.6,8005.1,93.35,1,1,False,False,False,True,False,True,False,False,-0.8660254037844384,-0.5000000000000004
93.19,2257.04,6143.2,77.69,0,2,True,False,False,False,True,False,False,False,-1.0,-1.8369701987210297e-16
80.42,2590.63,7296.06,90.73,0,1,False,True,False,False,False,False,True,False,0.8660254037844386,0.5000000000000001
26.53,676.37,1862.64,80.25,0,2,False,True,False,False,False,False,True,False,0.8660254037844386,0.5000000000000001
289.84,10465.89,28625.09,82.11,0,2,False,False,False,True,True,False,False,False,1.0,6.123233995736766e-17
148.29,4810.73,12863.0,92.03,1,2,False,True,False,False,True,False,False,False,0.8660254037844387,-0.4999999999999998
337.15,14409.96,41238.1,93.83,0,1,False,False,False,True,True,False,False,False,1.0,6.123233995736766e-17
69.27,1180.37,3338.66,73.11,0,2,False,False,True,False,False,False,False,True,-2.4492935982947064e-16,1.0
118.09,2114.48,5582.31,81.76,0,1,False,False,True,False,True,False,False,False,-2.4492935982947064e-16,1.0
158.06,3836.06,9897.85,83.93,1,2,True,False,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
37.23,1072.47,2997.1,82.04,0,1,False,True,False,False,False,False,True,False,-2.4492935982947064e-16,1.0
95.04,1161.77,3414.77,86.13,0,0,False,False,True,False,True,False,False,False,-0.8660254037844386,0.5000000000000001
183.15,7411.36,21680.99,89.37,0,1,False,False,False,True,True,False,False,False,-2.4492935982947064e-16,1.0
163.95,2361.21,5953.0,84.6,0,2,False,False,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387
32.84,858.54,2240.29,70.84,1,0,False,True,False,False,False,True,False,False,1.2246467991473532e-16,-1.0
166.63,3748.78,9918.27,83.51,1,0,True,False,False,False,False,True,False,False,1.2246467991473532e-16,-1.0
91.89,2603.57,7542.46,85.75,1,1,False,True,False,False,False,False,False,True,1.2246467991473532e-16,-1.0
116.44,3661.75,9423.97,73.41,0,0,False,True,False,False,True,False,False,False,-1.0,-1.8369701987210297e-16
167.28,4474.19,13342.81,88.66,0,1,True,False,False,False,False,False,False,True,-0.8660254037844384,-0.5000000000000004
32.2,410.5849,1184.7298,79.34,0,2,False,False,True,False,False,False,True,False,0.8660254037844386,0.5000000000000001
81.43,3422.84,10229.14,84.82,0,0,False,False,False,True,False,True,False,False,-0.8660254037844386,0.5000000000000001
170.92,2272.34,6300.04,88.94,0,0,False,False,True,False,False,False,True,False,0.8660254037844387,-0.4999999999999998
206.81,9953.86,28157.6,90.18,1,0,False,False,False,True,False,True,False,False,1.0,6.123233995736766e-17
149.51,4713.61,13401.45,87.28,1,0,False,True,False,False,False,False,True,False,-0.8660254037844384,-0.5000000000000004
177.26,4994.45,14632.07,83.91,0,0,True,False,False,False,False,False,False,True,-0.5000000000000004,0.8660254037844384
128.17,3322.06,9267.98,88.53,1,0,False,True,False,False,False,True,False,False,0.49999999999999994,-0.8660254037844387
99.0,3035.46,8017.01,80.59,0,2,False,True,False,False,False,True,False,False,-2.4492935982947064e-16,1.0
191.89,5177.11,13613.37,79.38,1,1,True,False,False,False,False,True,False,False,1.2246467991473532e-16,-1.0
76.14,2370.51,7091.6,83.0,1,0,False,True,False,False,False,False,True,False,-1.0,-1.8369701987210297e-16
95.42,1941.68,5247.58,73.12,0,1,True,False,False,False,False,False,True,False,-1.0,-1.8369701987210297e-16
86.94,2602.59,6916.44,79.64,1,0,False,True,False,False,False,True,False,False,-2.4492935982947064e-16,1.0
148.29,4784.83,14176.15,92.02,0,0,False,True,False,False,False,False,True,False,-1.0,-1.8369701987210297e-16
90.48,2428.39,6161.7,81.8,1,1,False,True,False,False,False,False,True,False,-0.8660254037844386,0.5000000000000001
460.79,20146.18,50502.14,86.9,0,0,False,False,False,True,True,False,False,False,-1.0,-1.8369701987210297e-16
166.5,4298.0,12297.71,92.87,0,1,True,False,False,False,False,True,False,False,-0.5000000000000004,0.8660254037844384
76.49,3651.8,9909.18,91.0,1,0,False,False,False,True,True,False,False,False,0.8660254037844386,0.5000000000000001
122.84,1575.3,4377.6,73.6,0,0,False,False,True,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388
72.72,2098.9,5944.84,87.7,1,1,False,True,False,False,False,True,False,False,0.49999999999999994,0.8660254037844387
132.72,3576.81,9563.69,93.01,1,1,True,False,False,False,False,False,True,False,-1.0,-1.8369701987210297e-16
340.52,11534.55,30019.85,76.01,1,0,False,False,False,True,True,False,False,False,0.8660254037844386,0.5000000000000001
139.19,6112.16,16349.62,89.53,1,0,False,False,False,True,False,True,False,False,-0.5000000000000004,0.8660254037844384
125.45,2272.09,6553.13,91.54,0,2,False,False,True,False,False,False,True,False,-0.8660254037844384,-0.5000000000000004
59.81,1558.4,3913.09,74.43,0,2,False,True,False,False,False,False,True,False,0.49999999999999994,-0.8660254037844387
161.25,2223.46,5679.22,79.91,0,2,False,False,True,False,True,False,False,False,-2.4492935982947064e-16,1.0
33.63,1146.14,2913.96,83.25,0,2,False,True,False,False,True,False,False,False,-0.8660254037844386,0.5000000000000001
82.52,2715.02,7103.44,74.18,1,1,False,False,False,True,False,True,False,False,0.8660254037844387,-0.4999999999999998
98.99,2335.15,6320.38,82.2,0,2,True,False,False,False,False,True,False,False,-1.0,-1.8369701987210297e-16
70.82,1307.9,3875.36,85.71,0,1,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17
476.75,17439.52,50669.16,90.34,1,2,False,False,False,True,False,False,False,True,0.49999999999999994,-0.8660254037844387
137.36,4084.15,12004.96,75.74,0,1,True,False,False,False,True,False,False,False,1.2246467991473532e-16,-1.0
119.8,3819.56,10191.39,87.11,0,2,False,True,False,False,True,False,False,False,-0.5000000000000004,0.8660254037844384
29.32,998.43,2747.25,88.73,0,2,False,True,False,False,False,False,True,False,1.0,6.123233995736766e-17
335.33,14643.18,43677.22,82.71,0,1,False,False,False,True,False,False,True,False,1.0,6.123233995736766e-17
39.17,763.15,2198.1,75.58,0,0,False,False,True,False,False,True,False,False,-0.8660254037844384,-0.5000000000000004
39.85,670.74,1720.02,73.87,0,2,False,False,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
198.34,3902.93,9882.67,92.6,0,2,False,False,True,False,True,False,False,False,0.49999999999999994,0.8660254037844387
75.35,2080.44,5774.91,73.05,0,2,True,False,False,False,True,False,False,False,-1.0,-1.8369701987210297e-16
199.66,2408.12,6655.18,93.63,0,0,False,False,True,False,True,False,False,False,0.8660254037844386,0.5000000000000001
105.68,1225.76,3677.26,85.23,0,1,False,False,True,False,True,False,False,False,-0.4999999999999997,-0.8660254037844388
172.62,3645.56,10432.15,72.05,1,1,True,False,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
173.93,4378.45,12796.79,94.59,1,2,True,False,False,False,False,False,False,True,0.8660254037844387,-0.4999999999999998
98.74,3052.3,9012.88,87.67,1,0,False,True,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
117.09,1762.98,4855.32,89.97,0,1,False,False,True,False,True,False,False,False,1.0,6.123233995736766e-17
124.4,2885.75,7981.61,81.96,1,1,True,False,False,False,True,False,False,False,-2.4492935982947064e-16,1.0
88.47,894.06,2315.14,73.06,0,0,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17
103.58,2959.76,7488.96,76.28,1,1,False,True,False,False,False,False,False,True,-0.8660254037844386,0.5000000000000001
117.24,3530.47,10465.35,93.33,1,2,False,True,False,False,True,False,False,False,1.2246467991473532e-16,-1.0
95.11,1837.37,5231.88,86.8,0,1,False,False,True,False,False,False,False,True,-1.0,-1.8369701987210297e-16
110.59,2794.18,7429.5,81.88,0,2,True,False,False,False,True,False,False,False,0.8660254037844387,-0.4999999999999998
385.64,19094.75,49853.81,83.86,0,1,False,False,False,True,False,True,False,False,0.49999999999999994,0.8660254037844387
133.7,2056.93,6096.58,93.82,0,1,False,False,True,False,False,False,False,True,0.49999999999999994,0.8660254037844387
102.8,3072.71,8006.15,82.27,0,0,False,True,False,False,False,True,False,False,1.0,6.123233995736766e-17
194.52,5560.6,15895.62,79.52,0,1,True,False,False,False,False,True,False,False,-1.0,-1.8369701987210297e-16
45.92,657.61,1742.76,85.99,0,1,False,False,True,False,False,False,True,False,1.2246467991473532e-16,-1.0
409.5,15023.17,41839.62,76.3,1,2,False,False,False,True,False,True,False,False,-0.4999999999999997,-0.8660254037844388
264.88,13135.67,33536.2,80.73,1,1,False,False,False,True,False,False,False,True,-0.5000000000000004,0.8660254037844384
69.53,1768.84,4431.63,79.36,0,2,False,True,False,False,False,False,True,False,-0.8660254037844386,0.5000000000000001
142.86,4884.56,13363.5,75.35,0,2,False,True,False,False,False,False,False,True,-1.0,-1.8369701987210297e-16
130.23,1861.11,5158.6,73.26,0,0,False,False,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
468.84,20529.1976,56741.81229999998,86.7,1,0,False,False,False,True,False,False,False,True,0.8660254037844387,-0.4999999999999998
132.17,3374.09,10111.98,89.39,1,0,False,True,False,False,False,False,True,False,0.49999999999999994,-0.8660254037844387
96.98,3052.61,8055.57,91.53,1,1,False,True,False,False,False,False,True,False,0.8660254037844387,-0.4999999999999998
333.44,14802.53,41314.24,70.45,1,1,False,False,False,True,False,False,True,False,0.8660254037844387,-0.4999999999999998
22.6155,597.21,1786.37,86.59,0,1,False,True,False,False,False,True,False,False,0.49999999999999994,0.8660254037844387
50.37,691.5,1917.17,72.06,0,2,False,False,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16
111.86,1817.6,4665.14,94.84,0,2,False,False,True,False,True,False,False,False,0.8660254037844387,-0.4999999999999998
128.59,3431.02,9739.84,93.64,0,0,False,True,False,False,False,False,False,True,0.8660254037844387,-0.4999999999999998
22.6155,544.52,1402.74,92.55,0,2,False,True,False,False,True,False,False,False,-1.0,-1.8369701987210297e-16
180.42,2284.77,6299.75,90.55,0,0,False,False,True,False,False,False,True,False,0.49999999999999994,0.8660254037844387
136.76,4079.97,12130.44,72.43,0,1,False,True,False,False,False,False,False,True,1.2246467991473532e-16,-1.0
228.19,11148.1,32828.14,79.0,0,1,False,False,False,True,False,False,False,True,-2.4492935982947064e-16,1.0
210.5,9078.44,24327.86,85.4,0,1,False,False,False,True,False,False,True,False,1.2246467991473532e-16,-1.0
479.8144999999997,20529.1976,56741.81229999998,93.41,0,0,False,False,False,True,False,False,False,True,1.0,6.123233995736766e-17
68.15,2345.47,5871.23,80.78,0,0,False,True,False,False,False,False,True,False,0.8660254037844387,-0.4999999999999998
72.18,2278.17,6027.09,88.48,0,2,False,True,False,False,False,False,True,False,-0.8660254037844384,-0.5000000000000004
121.05,3612.88,9497.04,91.71,0,2,False,True,False,False,False,True,False,False,-0.5000000000000004,0.8660254037844384
99.72,1899.94,5461.75,77.37,0,1,False,False,True,False,True,False,False,False,-0.8660254037844386,0.5000000000000001
94.5,2724.78,7330.98,73.97,0,2,True,False,False,False,False,True,False,False,-0.8660254037844384,-0.5000000000000004
168.57,5191.64,13202.25,94.92,1,1,False,False,False,True,False,False,True,False,1.0,6.123233995736766e-17
85.65,2452.83,6883.49,88.95,1,1,True,False,False,False,True,False,False,False,0.8660254037844387,-0.4999999999999998
315.48,11379.08,32038.78,84.53,0,0,False,False,False,True,False,True,False,False,0.8660254037844386,0.5000000000000001
279.23,13314.4,36572.25,81.01,1,2,False,False,False,True,False,False,False,True,0.8660254037844387,-0.4999999999999998
23.48,732.26,2166.04,84.96,0,2,False,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
63.5,1112.56,2965.24,75.42,0,1,False,False,True,False,False,True,False,False,1.2246467991473532e-16,-1.0
162.55,2632.13,7183.86,94.07,0,0,False,False,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16
150.5,3702.82,10070.31,94.29,0,1,True,False,False,False,False,True,False,False,0.49999999999999994,-0.8660254037844387
116.46,3616.91,9390.78,90.4,1,1,False,True,False,False,False,False,True,False,0.8660254037844387,-0.4999999999999998
142.52,4099.56,10682.85,94.15,0,1,True,False,False,False,False,False,False,True,-0.8660254037844386,0.5000000000000001
27.53,410.5849,1184.7298,86.13,0,2,False,False,True,False,False,True,False,False,1.2246467991473532e-16,-1.0
184.51,3578.44,9582.76,75.73,0,0,False,False,True,False,True,False,False,False,0.49999999999999994,-0.8660254037844387
47.67,1413.32,3750.76,86.01,0,0,False,True,False,False,False,False,False,True,0.8660254037844386,0.5000000000000001
113.78,1468.61,3710.26,81.55,0,2,False,False,True,False,True,False,False,False,0.8660254037844386,0.5000000000000001
179.92,2780.87,8292.72,79.58,0,2,False,False,True,False,True,False,False,False,-0.8660254037844384,-0.5000000000000004
77.13,2561.67,7594.88,82.28,1,0,False,True,False,False,False,False,False,True,-1.0,-1.8369701987210297e-16
80.68,1171.35,3385.44,91.7,0,0,False,False,True,False,False,False,False,True,1.2246467991473532e-16,-1.0
46.28,1318.21,3838.83,79.85,0,2,False,True,False,False,True,False,False,False,0.49999999999999994,-0.8660254037844387
320.74,16008.0,40637.91,92.27,0,0,False,False,False,True,False,True,False,False,-2.4492935982947064e-16,1.0
225.43,6994.13,20516.69,94.01,1,2,False,False,False,True,False,True,False,False,1.2246467991473532e-16,-1.0
81.16,1980.04,5046.94,85.69,1,2,True,False,False,False,False,False,False,True,-0.5000000000000004,0.8660254037844384
188.37,6798.78,17464.83,78.22,0,2,False,False,False,True,False,True,False,False,-0.4999999999999997,-0.8660254037844388
339.19,13915.91,35657.08,82.05,1,2,False,False,False,True,False,True,False,False,0.49999999999999994,-0.8660254037844387
95.26,2740.5,7939.14,81.09,0,2,True,False,False,False,False,True,False,False,0.49999999999999994,0.8660254037844387
310.5,13078.11,34316.03,92.14,0,1,False,False,False,True,True,False,False,False,-1.0,-1.8369701987210297e-16
64.89,1678.35,4623.88,86.2,1,1,False,True,False,False,True,False,False,False,-0.8660254037844386,0.5000000000000001
29.82,410.5849,1184.7298,90.36,0,0,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17
